"year","quarter","bf_mod_jp3_value","bmi_value","fat_mass_value","ffm_value","ffmi_std_value","hip_value","waist_value","bf_mod_jp3_deriv","bmi_deriv","fat_mass_deriv","ffm_deriv","ffmi_std_deriv","hip_deriv","waist_deriv","bf_mod_jp3_change","bmi_change","fat_mass_change","ffm_change","ffmi_std_change","hip_change","waist_change"
2024,"Q2",0.271280890544826,28.8033422083881,22.1337182904008,59.4501491847233,21.7956866442472,97.604456267978,100.204879180704,-6.63829386435277e-06,0.00144059523954887,0.003437439300356,0.0109926030695,0.00389477149571071,-0.012592443903479,0.00882573110087037,-0.00910124309435678,-0.199559020974167,-0.821979119704711,0.548058165076874,0.194181606107222,-2.11957678987321,0.972138684835826
2024,"Q3",0.274049035031929,28.9088300615707,22.4894765654428,59.566898945139,21.8370520638956,97.8798270769658,100.85395549017,5.12969946196151e-05,0.000892717864648063,0.00377291886752218,-0.00524280889137074,-0.00185757117749752,0.0129730969340685,0.00549930152228484,0.00276814448710305,0.105487853182549,0.355758275041996,0.116749760415651,0.0413654196483755,0.275370808987788,0.649076309466324
2024,"Q4",0.277865172372822,28.9749778793974,22.7316422991181,59.0762260229651,21.6632025308125,98.9604285262598,101.256237428167,1.61441594789258e-05,0.0005853770796449,0.00096803622716557,-0.00221223785636226,-0.000783814433235719,0.00491257001621648,0.00346063606892244,0.00381613734089359,0.0661478178267494,0.242165733675286,-0.490672922173857,-0.173849533083164,1.08060144929397,0.402281937996776
2025,"Q1",0.276051211067897,28.7686875235034,22.4172847630381,58.782944381865,21.5592903847311,98.2528952560764,100.128835621187,5.10065931274561e-05,-0.00130169762459431,0.00322494942428975,-0.00679831045922441,-0.00240869843368152,-0.00439144097222766,-0.00643455225411316,-0.00181396130492523,-0.206290355894048,-0.314357536079982,-0.293281641100151,-0.103912146081377,-0.707533270183376,-1.12740180697944
2025,"Q2",0.279479312894652,28.7321796308416,22.6606132402334,58.4298771055366,21.4341956864855,98,99.7392791496304,-1.45271580486439e-05,0.00199198227816666,0.000321665299592766,0.00523994868146715,0.00185655778112981,0,-0.000546221152212922,0.00342810182675496,-0.0365078926617528,0.243328477195334,-0.353067276328332,-0.125094698245558,-0.252895256076386,-0.389556471556801
2025,"Q3",0.277639683353484,28.9464989085454,22.6869795872363,59.0160609398778,21.6418855370883,98,99.7044642387315,-1.59127211339927e-05,0.00231849742392853,0.000372748429535719,0.00601359513091637,0.00213066720908373,0,-0.000281437965121256,-0.00183962954116845,0.21431927770373,0.0263663470028561,0.586183834341128,0.207689850602733,0,-0.0348149108989304
2025,"Q4",0.279953060074281,29.1811006222212,23.0483109935727,59.303371804106,21.743682186829,98.9341111418452,99.6315433363655,3.80725977919549e-05,0.00269760418748533,0.0053331290789469,0.00236491792065152,0.000837910260999664,0.0144729589025658,-0.00106409527710127,0.00231337672079729,0.234601713675808,0.361331406336383,0.287310864228239,0.101796649740702,0.934111141845165,-0.0729209023659934
2026,"Q1",0.281935064640735,29.2497127617387,23.2753059218724,59.279083376859,21.7350765932748,99.9849410430534,99.4639759849595,-0.000122347851072901,-0.0162992214068005,-0.0227510326582099,-0.0232518898403455,-0.00823833965431575,-0.0150809057779639,-0.0366510384409082,0.00198200456645437,0.0686121395175618,0.226994928299714,-0.0242884272470008,-0.00860559355411183,1.05082990120827,-0.167567351405978
2026,"Q2",0.259256766671901,27.9044305113699,20.2924562410301,58.1189694111622,21.324038481846,96.5,95.3094504277403,-1.1188211601898e-06,0.0156917136265857,0.00570022797786152,0.017508440348184,0.00620338731157766,0,-0.0133712461023592,-0.0226782979688346,-1.34528225036879,-2.98284968084227,-1.16011396569683,-0.411038111428834,-3.48494104305345,-4.15452555721922
2026,"Q3",0.259235576565908,28.0257936507937,20.5055341063634,58.5944658936366,21.492510875013,96.5,95,-6.65897515128577e-07,0.00417502878074316,0.00631545183579618,0.0177007409812759,0.00627152103928452,0,-0.0130089513307041,-2.11901059927744e-05,0.121363139423771,0.213077865333275,0.475496482474419,0.16847239316699,0,-0.30945042774033
